LocationID,FacilityName,Address,City,State,ZIPCode,PhoneNumber
1000213,MIZELL MEMORIAL HOSPITAL,778 SCOGIN DRIVE,MONTICELLO,AR,71655,3344933541
1000214,MIZELL MEMORIAL HOSPITAL,1001 TOWSON AVENUE,FORT SMITH,AR,72902,3344933541
1000215,MIZELL MEMORIAL HOSPITAL,7301 ROGERS AVE,FORT SMITH,AR,72917,3344933541
1000216,MIZELL MEMORIAL HOSPITAL,101 HOSPITAL DRIVE,MAGNOLIA,AR,71754,3344933541
1000217,MIZELL MEMORIAL HOSPITAL,1520 N DIVISION STREET,BLYTHEVILLE,AR,72315,3344933541
1000218,MIZELL MEMORIAL HOSPITAL,1600 WEST 40TH AVENUE,PINE BLUFF,AR,71603,3344933541
1000219,CRENSHAW COMMUNITY HOSPITAL,1703 NORTH BUERKLE ST,STUTTGART,AR,72160,3343353374
1000220,CRENSHAW COMMUNITY HOSPITAL,1400 BRADEN STREET,JACKSONVILLE,AR,72076,3343353374
1000221,CRENSHAW COMMUNITY HOSPITAL,1001 SCHNEIDER DRIVE,MALVERN,AR,72104,3343353374
1000222,CRENSHAW COMMUNITY HOSPITAL,1910 MALVERN AVENUE,HOT SPRINGS,AR,71901,3343353374
1000223,CRENSHAW COMMUNITY HOSPITAL,#1 MEDICAL PARK DRIVE,BENTON,AR,72015,3343353374
1000224,CRENSHAW COMMUNITY HOSPITAL,1801 MARTIN LUTHER KING JR DRIVE,HELENA,AR,72342,3343353374
1000225,CRENSHAW COMMUNITY HOSPITAL,700 WEST GROVE STREET,EL DORADO,AR,71731,3343353374
1000226,CRENSHAW COMMUNITY HOSPITAL,"9601 INTERSTATE 630, EXIT 7",LITTLE ROCK,AR,72205,3343353374
1000227,CRENSHAW COMMUNITY HOSPITAL,4800 EAST JOHNSON AVENUE,JONESBORO,AR,72401,3343353374
1000228,CRENSHAW COMMUNITY HOSPITAL,1710 HARRISON STREET,BATESVILLE,AR,72503,3343353374
1000229,CRENSHAW COMMUNITY HOSPITAL,300 PROSPECT AVE,HOT SPRINGS,AR,71901,3343353374
1000230,CRENSHAW COMMUNITY HOSPITAL,1701 S SHACKLEFORD ROAD,LITTLE ROCK,AR,72211,3343353374
1000231,CRENSHAW COMMUNITY HOSPITAL,2215 WILDWOOD AVENUE,SHERWOOD,AR,72120,3343353374
1000232,CRENSHAW COMMUNITY HOSPITAL,5201 NORTH SHORE DRIVE,NO LITTLE ROCK,AR,72118,3343353374
1000233,CRENSHAW COMMUNITY HOSPITAL,3873 NORTH PARKVIEW DRIVE,FAYETTEVILLE,AR,72703,3343353374
1000234,CRENSHAW COMMUNITY HOSPITAL,2001 SOUTH MAIN,HOPE,AR,71801,3343353374
1000235,CRENSHAW COMMUNITY HOSPITAL,500 EAST ACADEMY,PARIS,AR,72855,3343353374
1000236,CRENSHAW COMMUNITY HOSPITAL,200 NORTH THIRD STREET,DARDANELLE,AR,72834,3343353374
1000237,CRENSHAW COMMUNITY HOSPITAL,801 WEST RIVER STREET,OZARK,AR,72949,3343353374
1000238,CRENSHAW COMMUNITY HOSPITAL,24 NORRIS STREET,EUREKA SPRINGS,AR,72632,3343353374
1000239,CRENSHAW COMMUNITY HOSPITAL,1341 WEST SIXTH STREET,WALDRON,AR,72958,3343353374
1000240,CRENSHAW COMMUNITY HOSPITAL,103 GRASSE STREET,CALICO ROCK,AR,72519,3343353374
1000241,CRENSHAW COMMUNITY HOSPITAL,310 SOUTH FALLS BOULEVARD,WYNNE,AR,72396,3343353374
1000242,CRENSHAW COMMUNITY HOSPITAL,900 SOUTH THIRD STREET,MCGEHEE,AR,71654,3343353374
1000243,CRENSHAW COMMUNITY HOSPITAL,1309 WEST MAIN,WALNUT RIDGE,AR,72476,3343353374
1000244,CRENSHAW COMMUNITY HOSPITAL,2106 EAST MAIN STREET,MOUNTAIN VIEW,AR,72560,3343353374
1000245,CRENSHAW COMMUNITY HOSPITAL,130 MEDICAL CIRCLE,NASHVILLE,AR,71852,3343353374
1000246,CRENSHAW COMMUNITY HOSPITAL,1800 BYPASS ROAD,HEBER SPRINGS,AR,72543,3343353374
1000247,CRENSHAW COMMUNITY HOSPITAL,2500 HIGHWAY 65 SOUTH,CLINTON,AR,72031,3343353374
1000248,CRENSHAW COMMUNITY HOSPITAL,1641 WHITEHEAD DRIVE,DE WITT,AR,72042,3343353374
1000249,CRENSHAW COMMUNITY HOSPITAL,611 WEST LEE AVENUE,OSCEOLA,AR,72370,3343353374
1000250,CRENSHAW COMMUNITY HOSPITAL,201 CLIFTON STREET,FORDYCE,AR,71742,3343353374
1000251,CRENSHAW COMMUNITY HOSPITAL,880 WEST MAIN,BOONEVILLE,AR,72927,3343353374
1000252,CRENSHAW COMMUNITY HOSPITAL,1306 WEST COLLIN RAYE DRIVE,DE QUEEN,AR,71832,3343353374
1000253,CRENSHAW COMMUNITY HOSPITAL,451 WEST LOCKE STREET,ASHDOWN,AR,71822,3343353374
1000254,CRENSHAW COMMUNITY HOSPITAL,3050 TWIN RIVERS DRIVE,ARKADELPHIA,AR,71923,3343353374
1000255,CRENSHAW COMMUNITY HOSPITAL,679 NORTH MAIN STREET,SALEM,AR,72576,3343353374
1000256,CRENSHAW COMMUNITY HOSPITAL,1015 UNITY ROAD,CROSSETT,AR,71635,3343353374
1000257,CRENSHAW COMMUNITY HOSPITAL,#4 HOSPITAL DRIVE,MORRILTON,AR,72110,3343353374
1000258,CRENSHAW COMMUNITY HOSPITAL,811 HIGHWAY 65 SOUTH,DUMAS,AR,71639,3343353374
1000259,CRENSHAW COMMUNITY HOSPITAL,404 SOUTH BRADLEY STREET,WARREN,AR,71671,3343353374
1000260,CRENSHAW COMMUNITY HOSPITAL,2729 SOUTH HIGHWAY 65 & 82,LAKE VILLAGE,AR,71653,3343353374
1000261,CRENSHAW COMMUNITY HOSPITAL,214 CARTER STREET,BERRYVILLE,AR,72616,3343353374
1000262,CRENSHAW COMMUNITY HOSPITAL,1206 GORDON DUCKWORTH DRIVE,PIGGOTT,AR,72454,3343353374
1000263,CRENSHAW COMMUNITY HOSPITAL,1101 JACKSON STREET SW,GRAVETTE,AR,72736,3343353374
1000264,CRENSHAW COMMUNITY HOSPITAL,"1 CHILDREN'S WAY, SLOT 301",LITTLE ROCK,AR,72202,3343353374
1000265,CRENSHAW COMMUNITY HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,3343353374
1000266,CRENSHAW COMMUNITY HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501,3343353374
1000267,CRENSHAW COMMUNITY HOSPITAL,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,3343353374
1000268,CRENSHAW COMMUNITY HOSPITAL,601 DUBOCE AVE,SAN FRANCISCO,CA,94117,3343353374
1000269,CRENSHAW COMMUNITY HOSPITAL,1000 TRANCAS ST,NAPA,CA,94558,3343353374
1000270,CRENSHAW COMMUNITY HOSPITAL,10 WOODLAND ROAD,SAINT HELENA,CA,94574,3343353374
1000271,CRENSHAW COMMUNITY HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,3343353374
1000272,CRENSHAW COMMUNITY HOSPITAL,4001 J ST,SACRAMENTO,CA,95819,3343353374
1000273,CRENSHAW COMMUNITY HOSPITAL,531 W COLLEGE ST,LOS ANGELES,CA,90012,3343353374
1000274,ST VINCENT'S EAST,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,92501,2058383122
1000275,ST VINCENT'S EAST,2400 EAST 4TH ST,NATIONAL CITY,CA,91950,2058383122
1000276,ST VINCENT'S EAST,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,2058383122
1000277,ST VINCENT'S EAST,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,CA,91942,2058383122
1000278,ST VINCENT'S EAST,3800 JANES RD,ARCATA,CA,95521,2058383122
1000279,ST VINCENT'S EAST,2767 OLIVE HIGHWAY,OROVILLE,CA,95966,2058383122
1000280,ST VINCENT'S EAST,420 34TH ST BOX,BAKERSFIELD,CA,93301,2058383122
1000281,ST VINCENT'S EAST,751 SOUTH BASCOM AVENUE,SAN JOSE,CA,95128,2058383122
1000282,ST VINCENT'S EAST,1531 ESPLANADE,CHICO,CA,95926,2058383122
1000283,ST VINCENT'S EAST,14445 OLIVE VIEW DRIVE,SYLMAR,CA,91342,2058383122
1000284,ST VINCENT'S EAST,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,CA,96080,2058383122
1000285,ST VINCENT'S EAST,350 HAWTHORNE AVENUE,OAKLAND,CA,94609,2058383122
1000286,ST VINCENT'S EAST,1415 ROSS AVENUE,EL CENTRO,CA,92243,2058383122
1000287,ST VINCENT'S EAST,2333 BUCHANAN STREET,SAN FRANCISCO,CA,94115,2058383122
1000288,ST VINCENT'S EAST,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,2058383122
1000289,ST VINCENT'S EAST,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,CA,94110,2058383122
1000290,ST VINCENT'S EAST,1600 W AVE J,LANCASTER,CA,93534,2058383122
1000291,ST VINCENT'S EAST,400 W MINERAL KING AVE,VISALIA,CA,93291,2058383122
1000292,ST VINCENT'S EAST,1420 S CENTRAL AVE,GLENDALE,CA,91204,2058383122
1000293,ST VINCENT'S EAST,2823 FRESNO STREET,FRESNO,CA,93721,2058383122
1000294,ST VINCENT'S EAST,1300 N VERMONT AVE,LOS ANGELES,CA,90027,2058383122
1000295,ST VINCENT'S EAST,350 S OAK AVE,OAKDALE,CA,95361,2058383122
1000296,ST VINCENT'S EAST,1100 WEST STEWART DR,ORANGE,CA,92868,2058383122
1000297,ST VINCENT'S EAST,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,CA,94080,2058383122
1000298,ST VINCENT'S EAST,700 LAWRENCE EXPRESSWAY,SANTA CLARA,CA,95051,2058383122
1000299,ST VINCENT'S EAST,1425 S MAIN STREET,WALNUT CREEK,CA,94596,2058383122
1000300,ST VINCENT'S EAST,975 SERENO DR,VALLEJO,CA,94589,2058383122
1000301,ST VINCENT'S EAST,275 W MACARTHUR BOULEVARD,OAKLAND,CA,94611,2058383122
1000302,ST VINCENT'S EAST,2425 GEARY BLVD,SAN FRANCISCO,CA,94115,2058383122
1000303,ST VINCENT'S EAST,4077 5TH AVE,SAN DIEGO,CA,92103,2058383122
1000304,ST VINCENT'S EAST,1300 W 7TH ST,SAN PEDRO,CA,90732,2058383122
1000305,ST VINCENT'S EAST,1600 N ROSE AVE,OXNARD,CA,93030,2058383122
1000306,ST VINCENT'S EAST,1800 N CALIFORNIA ST,STOCKTON,CA,95204,2058383122
1000307,ST VINCENT'S EAST,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,CA,92411,2058383122
1000308,ST VINCENT'S EAST,347 ANDRIEUX ST,SONOMA,CA,95476,2058383122
1000309,ST VINCENT'S EAST,2623 E SLAUSON AVE,HUNTINGTON PARK,CA,90255,2058383122
1000310,ST VINCENT'S EAST,1303 E HERNDON AVE,FRESNO,CA,93710,2058383122
1000311,ST VINCENT'S EAST,725 S ORANGE AVE,WEST COVINA,CA,91790,2058383122
1000312,ST VINCENT'S EAST,999 SAN BERNARDINO ROAD,UPLAND,CA,91786,2058383122
1000313,ST VINCENT'S EAST,7901 FROST ST,SAN DIEGO,CA,92123,2058383122
1000314,ST VINCENT'S EAST,300 HOSPITAL DR,VALLEJO,CA,94589,2058383122
1000315,ST VINCENT'S EAST,3865 JACKSON STREET,RIVERSIDE,CA,92503,2058383122
1000316,ST VINCENT'S EAST,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,2058383122
1000317,ST VINCENT'S EAST,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,2058383122
1000318,ST VINCENT'S EAST,1400 E CHURCH ST,SANTA MARIA,CA,93454,2058383122
1000319,ST VINCENT'S EAST,2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,2058383122
1000320,ST VINCENT'S EAST,1515 E OCEAN AVENUE,LOMPOC,CA,93436,2058383122
1000321,ST VINCENT'S EAST,1250 16TH STREET,SANTA MONICA,CA,90404,2058383122
1000322,ST VINCENT'S EAST,222 W 39TH AVE,SAN MATEO,CA,94403,2058383122
1000323,ST VINCENT'S EAST,555 E VALLEY PARKWAY,ESCONDIDO,CA,92025,2058383122
1000324,ST VINCENT'S EAST,18300 ROSCOE BLVD,NORTHRIDGE,CA,91325,2058383122
1000325,ST VINCENT'S EAST,1205 E NORTH STREET,MANTECA,CA,95336,2058383122
1000326,ST VINCENT'S EAST,115 MALL DRIVE,HANFORD,CA,93230,2058383122
1000327,ST VINCENT'S EAST,525 WEST ACACIA STREET,STOCKTON,CA,95203,2058383122
1000328,ST VINCENT'S EAST,1812 VERDUGO BLVD,GLENDALE,CA,91209,2058383122
1000329,DEKALB REGIONAL MEDICAL CENTER,225 N JACKSON AVENUE,SAN JOSE,CA,95116,2568453150
1000330,DEKALB REGIONAL MEDICAL CENTER,15107 VANOWEN ST,VAN NUYS,CA,91406,2568453150
1000331,DEKALB REGIONAL MEDICAL CENTER,1325 COTTONWOOD STREET,WOODLAND,CA,95695,2568453150
1000332,DEKALB REGIONAL MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,CA,92056,2568453150
1000333,DEKALB REGIONAL MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,2568453150
1000334,DEKALB REGIONAL MEDICAL CENTER,180 ROWLAND WAY,NOVATO,CA,94945,2568453150
1000335,DEKALB REGIONAL MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,2568453150
1000336,DEKALB REGIONAL MEDICAL CENTER,726 4TH ST,MARYSVILLE,CA,95901,2568453150
1000337,DEKALB REGIONAL MEDICAL CENTER,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,2568453150
1000338,DEKALB REGIONAL MEDICAL CENTER,400 N MCDOWELL BLVD,PETALUMA,CA,94954,2568453150
1000339,DEKALB REGIONAL MEDICAL CENTER,13652 CANTARA ST,PANORAMA CITY,CA,91402,2568453150
1000340,DEKALB REGIONAL MEDICAL CENTER,4867 SUNSET BLVD,LOS ANGELES,CA,90027,2568453150
1000341,DEKALB REGIONAL MEDICAL CENTER,9333 IMPERIAL HIGHWAY,DOWNEY,CA,90242,2568453150
1000342,DEKALB REGIONAL MEDICAL CENTER,9961 SIERRA AVE,FONTANA,CA,92335,2568453150
1000343,DEKALB REGIONAL MEDICAL CENTER,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,2568453150
1000344,DEKALB REGIONAL MEDICAL CENTER,1401 SOUTH GRAND AVENUE,LOS ANGELES,CA,90015,2568453150
1000345,DEKALB REGIONAL MEDICAL CENTER,155 GLASSON WAY,GRASS VALLEY,CA,95945,2568453150
1000346,DEKALB REGIONAL MEDICAL CENTER,900 HYDE ST,SAN FRANCISCO,CA,94109,2568453150
1000347,DEKALB REGIONAL MEDICAL CENTER,2105 FOREST AVENUE,SAN JOSE,CA,95128,2568453150
1000348,DEKALB REGIONAL MEDICAL CENTER,16237 VENTURA BLVD,ENCINO,CA,91436,2568453150
1000349,DEKALB REGIONAL MEDICAL CENTER,3291 LOMA VISTA RD,VENTURA,CA,93003,2568453150
1000350,DEKALB REGIONAL MEDICAL CENTER,500 W HOSPITAL ROAD,FRENCH CAMP,CA,95231,2568453150
1000351,DEKALB REGIONAL MEDICAL CENTER,101 E VALENCIA MESA DRIVE,FULLERTON,CA,92835,2568453150
1000352,DEKALB REGIONAL MEDICAL CENTER,12401 WASHINGTON BLVD,WHITTIER,CA,90602,2568453150
1000353,DEKALB REGIONAL MEDICAL CENTER,1165 MONTGOMERY DR,SANTA ROSA,CA,95405,2568453150
1000354,DEKALB REGIONAL MEDICAL CENTER,825 DELBON AVE,TURLOCK,CA,95382,2568453150
1000355,DEKALB REGIONAL MEDICAL CENTER,1601 YGNACIO VALLEY RD,WALNUT CREEK,CA,94598,2568453150
1000356,DEKALB REGIONAL MEDICAL CENTER,300 CANAL STREET,KING CITY,CA,93930,2568453150
1000357,DEKALB REGIONAL MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,CA,90813,2568453150
1000358,DEKALB REGIONAL MEDICAL CENTER,372 W CYPRESS AVE,REEDLEY,CA,93654,2568453150
1000359,DEKALB REGIONAL MEDICAL CENTER,75 NIELSON STREET,WATSONVILLE,CA,95076,2568453150
1000360,DEKALB REGIONAL MEDICAL CENTER,2000 MOWRY AVE,FREMONT,CA,94538,2568453150
1000361,DEKALB REGIONAL MEDICAL CENTER,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,2568453150
1000362,DEKALB REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,2568453150
1000363,DEKALB REGIONAL MEDICAL CENTER,150 WEST ROUTE 66,GLENDORA,CA,91740,2568453150
1000364,DEKALB REGIONAL MEDICAL CENTER,2070 CLINTON AVENUE,ALAMEDA,CA,94501,2568453150
1000365,DEKALB REGIONAL MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,2568453150
1000366,DEKALB REGIONAL MEDICAL CENTER,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,2568453150
1000367,DEKALB REGIONAL MEDICAL CENTER,5974 PENTZ ROAD,PARADISE,CA,95969,2568453150
1000368,DEKALB REGIONAL MEDICAL CENTER,1111 W LA PALMA AVENUE,ANAHEIM,CA,92801,2568453150
1000369,DEKALB REGIONAL MEDICAL CENTER,1001 POTRERO AVENUE,SAN FRANCISCO,CA,94110,2568453150
1000370,DEKALB REGIONAL MEDICAL CENTER,12601 GARDEN GROVE BLVD,GARDEN GROVE,CA,92843,2568453150
1000371,DEKALB REGIONAL MEDICAL CENTER,1798 N GAREY AVE,POMONA,CA,91767,2568453150
1000372,DEKALB REGIONAL MEDICAL CENTER,1911 JOHNSON AVE,SAN LUIS OBISPO,CA,93401,2568453150
1000373,DEKALB REGIONAL MEDICAL CENTER,250 PROSPECT PLACE,CORONADO,CA,92118,2568453150
1000374,DEKALB REGIONAL MEDICAL CENTER,501 SOUTH BUENA VISTA,BURBANK,CA,91505,2568453150
1000375,DEKALB REGIONAL MEDICAL CENTER,2975 N SYCAMORE DR,SIMI VALLEY,CA,93065,2568453150
1000376,DEKALB REGIONAL MEDICAL CENTER,300 W HUNTINGTON DR,ARCADIA,CA,91006,2568453150
1000377,DEKALB REGIONAL MEDICAL CENTER,1509 E WILSON TERRACE,GLENDALE,CA,91206,2568453150
1000378,DEKALB REGIONAL MEDICAL CENTER,1555 SOQUEL DRIVE,SANTA CRUZ,CA,95065,2568453150
1000379,DEKALB REGIONAL MEDICAL CENTER,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,CA,92262,2568453150
1000380,DEKALB REGIONAL MEDICAL CENTER,400 NORTH PEPPER AVENUE,COLTON,CA,92324,2568453150
1000381,DEKALB REGIONAL MEDICAL CENTER,1441 CONSTITUTION BOULEVARD,SALINAS,CA,93906,2568453150
1000382,DEKALB REGIONAL MEDICAL CENTER,1100 MARSHALL WAY,PLACERVILLE,CA,95667,2568453150
1000383,DEKALB REGIONAL MEDICAL CENTER,901 OLIVE DRIVE,BAKERSFIELD,CA,93308,2568453150
1000384,SHELBY BAPTIST MEDICAL CENTER,465 W PUTNAM AVE,PORTERVILLE,CA,93257,2056208100
1000385,SHELBY BAPTIST MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,CA,90095,2056208100
1000386,SHELBY BAPTIST MEDICAL CENTER,350 TERRACINA BLVD,REDLANDS,CA,92373,2056208100
1000387,SHELBY BAPTIST MEDICAL CENTER,2500 ALHAMBRA AVENUE,MARTINEZ,CA,94553,2056208100
1000388,SHELBY BAPTIST MEDICAL CENTER,15031 RINALDI ST,MISSION HILLS,CA,91346,2056208100
1000389,SHELBY BAPTIST MEDICAL CENTER,6601 WHITE FEATHER ROAD,JOSHUA TREE,CA,92252,2056208100
1000390,SHELBY BAPTIST MEDICAL CENTER,"2175 ROSALINE AVE, CLAIRMONT HGTS",REDDING,CA,96001,2056208100
1000391,SHELBY BAPTIST MEDICAL CENTER,100 S RAYMOND AVE,ALHAMBRA,CA,91801,2056208100
1000392,SHELBY BAPTIST MEDICAL CENTER,5555 WEST LAS POSITAS BOULEVARD,PLEASANTON,CA,94588,2056208100
1000393,SHELBY BAPTIST MEDICAL CENTER,1900 SULLIVAN AVENUE,DALY CITY,CA,94015,2056208100
1000394,SHELBY BAPTIST MEDICAL CENTER,2121 SANTA MONICA BLVD,SANTA MONICA,CA,90404,2056208100
1000395,SHELBY BAPTIST MEDICAL CENTER,30 MARK WEST SPRINGS ROAD,SANTA ROSA,CA,95403,2056208100
1000396,SHELBY BAPTIST MEDICAL CENTER,26520 CACTUS AVENUE,MORENO VALLEY,CA,92555,2056208100
1000397,SHELBY BAPTIST MEDICAL CENTER,2215 TRUXTUN AVENUE,BAKERSFIELD,CA,93301,2056208100
1000398,SHELBY BAPTIST MEDICAL CENTER,911 SUNSET DRIVE,HOLLISTER,CA,95023,2056208100
1000399,SHELBY BAPTIST MEDICAL CENTER,820 E MOUNTAIN VIEW STREET,BARSTOW,CA,92311,2056208100
1000400,SHELBY BAPTIST MEDICAL CENTER,18300 HIGHWAY 18,APPLE VALLEY,CA,92307,2056208100
1000401,SHELBY BAPTIST MEDICAL CENTER,275 HOSPITAL DRIVE,UKIAH,CA,95482,2056208100
1000402,SHELBY BAPTIST MEDICAL CENTER,2450 ASHBY AVE,BERKELEY,CA,94705,2056208100
1000403,SHELBY BAPTIST MEDICAL CENTER,2500 GRANT ROAD,MOUNTAIN VIEW,CA,94040,2056208100
1000404,SHELBY BAPTIST MEDICAL CENTER,ONE MEDICAL PLAZA,ROSEVILLE,CA,95661,2056208100
1000405,SHELBY BAPTIST MEDICAL CENTER,1420 N TRACY BLVD,TRACY,CA,95376,2056208100
1000406,SHELBY BAPTIST MEDICAL CENTER,1700 MOUNT VERNON AVENUE,BAKERSFIELD,CA,93306,2056208100
1000407,SHELBY BAPTIST MEDICAL CENTER,1411 E 31ST STREET,OAKLAND,CA,94602,2056208100
1000408,SHELBY BAPTIST MEDICAL CENTER,9888 GENESEE AVENUE,LA JOLLA,CA,92037,2056208100
1000409,SHELBY BAPTIST MEDICAL CENTER,11234 ANDERSON ST,LOMA LINDA,CA,92354,2056208100
1000410,SHELBY BAPTIST MEDICAL CENTER,800 SOUTH MAIN STREET,CORONA,CA,92882,2056208100
1000411,SHELBY BAPTIST MEDICAL CENTER,450 EAST ROMIE LANE,SALINAS,CA,93901,2056208100
1000412,SHELBY BAPTIST MEDICAL CENTER,1000 GREENLEY ROAD,SONORA,CA,95370,2056208100
1000413,SHELBY BAPTIST MEDICAL CENTER,975 S FAIRMONT AVENUE,LODI,CA,95240,2056208100
1000414,SHELBY BAPTIST MEDICAL CENTER,207 WEST LEGION ROAD,BRAWLEY,CA,92227,2056208100
1000415,SHELBY BAPTIST MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,CA,92868,2056208100
1000416,SHELBY BAPTIST MEDICAL CENTER,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,2056208100
1000417,SHELBY BAPTIST MEDICAL CENTER,3330 LOMITA BLVD,TORRANCE,CA,90509,2056208100
1000418,SHELBY BAPTIST MEDICAL CENTER,2170 SOUTH AVENUE,SOUTH LAKE TAHOE,CA,96150,2056208100
1000419,SHELBY BAPTIST MEDICAL CENTER,4101 TORRANCE BLVD,TORRANCE,CA,90503,2056208100
1000420,SHELBY BAPTIST MEDICAL CENTER,351 S PATTERSON AVE,SANTA BARBARA,CA,93111,2056208100
1000421,SHELBY BAPTIST MEDICAL CENTER,869 CHERRY AVENUE,TULARE,CA,93274,2056208100
1000422,SHELBY BAPTIST MEDICAL CENTER,"250 BON AIR ROAD, PO BOX 8010",GREENBRAE,CA,94904,2056208100
1000423,SHELBY BAPTIST MEDICAL CENTER,1200 B  GALE WILSON BLVD,FAIRFIELD,CA,94533,2056208100
1000424,SHELBY BAPTIST MEDICAL CENTER,"1200 N STATE ST, ROOM C2K100",LOS ANGELES,CA,90033,2056208100
1000425,SHELBY BAPTIST MEDICAL CENTER,1000 W CARSON ST,TORRANCE,CA,90502,2056208100
1000426,SHELBY BAPTIST MEDICAL CENTER,9449 SAN FERNANDO RD,SUN VALLEY,CA,91352,2056208100
1000427,SHELBY BAPTIST MEDICAL CENTER,2425 SAMARITAN DRIVE,SAN JOSE,CA,95124,2056208100
1000428,SHELBY BAPTIST MEDICAL CENTER,210 W  SAN BERNARDINO ROAD,COVINA,CA,91723,2056208100
1000429,SHELBY BAPTIST MEDICAL CENTER,1117 EAST DEVONSHIRE,HEMET,CA,92543,2056208100
1000430,SHELBY BAPTIST MEDICAL CENTER,11500 BROOKSHIRE AVENUE,DOWNEY,CA,90241,2056208100
1000431,SHELBY BAPTIST MEDICAL CENTER,147 N BRENT ST,VENTURA,CA,93003,2056208100
1000432,SHELBY BAPTIST MEDICAL CENTER,400 WEST PUEBLO,SANTA BARBARA,CA,93102,2056208100
1000433,SHELBY BAPTIST MEDICAL CENTER,1191 PHELPS AVENUE,COALINGA,CA,93210,2056208100
1000434,SHELBY BAPTIST MEDICAL CENTER,845 JACKSON ST,SAN FRANCISCO,CA,94133,2056208100
1000435,SHELBY BAPTIST MEDICAL CENTER,25825 SOUTH VERMONT AVENUE,HARBOR CITY,CA,90710,2056208100
1000436,SHELBY BAPTIST MEDICAL CENTER,1650 CREEKSIDE DRIVE,FOLSOM,CA,95630,2056208100
1000437,SHELBY BAPTIST MEDICAL CENTER,800 E WASHINGTON BLVD,CRESCENT CITY,CA,95531,2056208100
1000438,SHELBY BAPTIST MEDICAL CENTER,250 NORTH FIRST STREET,BLYTHE,CA,92225,2056208100
1000439,CALLAHAN EYE HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,2053258100
1000440,CALLAHAN EYE HOSPITAL,2025 MORSE AVENUE,SACRAMENTO,CA,95825,2053258100
1000441,CALLAHAN EYE HOSPITAL,3033 W ORANGE AVENUE,ANAHEIM,CA,92804,2053258100
1000442,CALLAHAN EYE HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,CA,91109,2053258100
1000443,CALLAHAN EYE HOSPITAL,300 PASTEUR DRIVE,STANFORD,CA,94305,2053258100
1000444,CALLAHAN EYE HOSPITAL,333 MERCY AVENUE,MERCED,CA,95340,2053258100
1000445,CALLAHAN EYE HOSPITAL,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,CA,94143,2053258100
1000446,CALLAHAN EYE HOSPITAL,2615 CHESTER AVENUE,BAKERSFIELD,CA,93301,2053258100
1000447,CALLAHAN EYE HOSPITAL,450 STANYAN ST,SAN FRANCISCO,CA,94117,2053258100
1000448,CALLAHAN EYE HOSPITAL,1441 FLORIDA AVENUE,MODESTO,CA,95350,2053258100
1000449,CALLAHAN EYE HOSPITAL,1145 W REDONDO BEACH BLVD,GARDENA,CA,90247,2053258100
1000450,CALLAHAN EYE HOSPITAL,1225 WILSHIRE BOULEVARD,LOS ANGELES,CA,90017,2053258100
1000451,CALLAHAN EYE HOSPITAL,7300 MEDICAL CENTER DR,WEST HILLS,CA,91307,2053258100
1000452,CALLAHAN EYE HOSPITAL,2801 ATLANTIC AVE,LONG BEACH,CA,90806,2053258100
1000453,CALLAHAN EYE HOSPITAL,20103 LAKE CHABOT ROAD,CASTRO VALLEY,CA,94546,2053258100
1000454,CALLAHAN EYE HOSPITAL,2755 HERNDON AVE,CLOVIS,CA,93611,2053258100
1000455,CALLAHAN EYE HOSPITAL,2540 EAST ST,CONCORD,CA,94520,2053258100
